customer_id,age,gender,region,product,category,purchase_channel,payment_method,order_value_inr,rating,issue_type,issue_resolved,feedback,review,customer_emotion,customer_happy,review_date
CUST05411,40,Other,West,Smartphone,Electronics,Marketplace,UPI,748.13,1,Support Delay,No,This is unacceptable. I received the wrong smartphone.,Very angry and frustrated.,Angry,No,2025-11-10
CUST05412,55,Male,Central,Keyboard,Accessories,Store,Cash on Delivery,1978.68,5,None,Yes,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-05-10
CUST05413,29,Male,South,Smartphone,Electronics,Store,Net Banking,1668.92,1,Poor Quality,Yes,Worst purchase ever! The smartphone is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2026-01-22
CUST05414,66,Other,East,Camera,Photography,Website,Net Banking,533.62,5,Support Delay,No,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-10-23
CUST05415,52,Other,West,Smartwatch,Wearables,Website,Net Banking,1708.92,4,None,No,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-19
CUST05416,51,Male,West,Camera,Photography,Mobile App,Cash on Delivery,1323.93,5,Wrong Item,Yes,Loved the camera! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-02-07
CUST05417,32,Female,East,Monitor,Computers,Website,Cash on Delivery,4996.4,5,Poor Quality,No,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-10
CUST05418,54,Other,West,Mouse,Accessories,Website,Debit Card,1425.9,4,Damaged Product,No,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-01-31
CUST05419,70,Female,South,Laptop,Computers,Website,Cash on Delivery,1000.44,2,Support Delay,Yes,I expected better quality from this laptop.,I feel let down by the product.,Sad,No,2026-05-14
CUST05420,50,Other,East,Tablet,Electronics,Mobile App,Debit Card,628.46,5,None,Yes,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-02-05
CUST05421,27,Female,South,Laptop,Computers,Mobile App,Credit Card,676.03,4,None,Yes,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-04-01
CUST05422,50,Other,Central,Monitor,Computers,Store,Cash on Delivery,641.14,5,Late Delivery,Yes,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-16
CUST05423,23,Other,West,Tablet,Electronics,Marketplace,Net Banking,2673.69,4,Late Delivery,No,I did not expect the tablet to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2025-06-18
CUST05424,67,Other,Central,Keyboard,Accessories,Website,Debit Card,1109.52,5,Wrong Item,No,I am very happy with the keyboard. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-03-27
CUST05425,47,Male,East,Tablet,Electronics,Website,Credit Card,1583.53,5,None,No,I am very happy with the tablet. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-06-23
CUST05426,44,Other,South,Headphones,Audio,Store,Credit Card,2934.41,3,Wrong Item,No,I expected better quality from this headphones.,I feel let down by the product.,Sad,No,2026-03-19
CUST05427,58,Other,South,Smartwatch,Wearables,Store,Debit Card,236.75,5,Poor Quality,Yes,"Wow, the smartwatch arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2026-04-23
CUST05428,29,Female,East,Tablet,Electronics,Marketplace,Net Banking,2518.12,5,Late Delivery,Yes,Loved the tablet! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-01-27
CUST05429,46,Other,North,Mouse,Accessories,Mobile App,UPI,1136.84,1,Damaged Product,No,I am extremely angry. The mouse arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-10-04
CUST05430,46,Other,North,Headphones,Audio,Store,UPI,1455.03,2,Damaged Product,No,I am extremely angry. The headphones arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-02-28
CUST05431,33,Female,Central,Laptop,Computers,Website,Cash on Delivery,640.04,2,Late Delivery,Yes,I am disappointed with the laptop. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-06-02
CUST05432,20,Male,East,Mouse,Accessories,Mobile App,UPI,671.27,5,None,No,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-06-17
CUST05433,22,Other,Central,Monitor,Computers,Marketplace,Cash on Delivery,1506.81,2,Support Delay,No,The monitor stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-03-29
CUST05434,49,Other,South,Speaker,Audio,Marketplace,UPI,5166.7,5,Support Delay,No,I am very happy with the speaker. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-06-16
CUST05435,70,Male,West,Speaker,Audio,Mobile App,Credit Card,2105.17,3,Wrong Item,Yes,I am disappointed with the speaker. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-01-14
CUST05436,50,Other,South,Laptop,Computers,Website,Net Banking,2496.36,1,Damaged Product,Yes,I am extremely angry. The laptop arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-01-23
CUST05437,44,Other,South,Tablet,Electronics,Mobile App,Credit Card,967.97,5,Support Delay,No,Loved the tablet! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-01-24
CUST05438,50,Other,North,Camera,Photography,Store,Net Banking,742.38,1,Damaged Product,No,Worst purchase ever! The camera is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2026-05-06
CUST05439,32,Female,South,Tablet,Electronics,Marketplace,UPI,660.16,4,Damaged Product,Yes,I am very happy with the tablet. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-10-19
CUST05440,68,Male,South,Smartwatch,Wearables,Marketplace,Credit Card,798.41,2,Support Delay,No,This is unacceptable. I received the wrong smartwatch.,Very angry and frustrated.,Angry,No,2025-06-10
CUST05441,56,Female,East,Monitor,Computers,Marketplace,Credit Card,288.79,5,Wrong Item,No,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-08-28
CUST05442,49,Male,North,Mouse,Accessories,Store,Net Banking,684.58,4,Support Delay,Yes,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-12-04
CUST05443,49,Other,North,Keyboard,Accessories,Mobile App,Credit Card,761.87,4,Support Delay,Yes,I am very happy with the keyboard. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-08-31
CUST05444,52,Female,North,Smartwatch,Wearables,Marketplace,Debit Card,978.5,5,Late Delivery,Yes,"Wow, the smartwatch arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2026-01-06
CUST05445,29,Male,North,Camera,Photography,Mobile App,Credit Card,1194.68,4,Damaged Product,No,Loved the camera! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-05-05
CUST05446,50,Female,East,Smartwatch,Wearables,Marketplace,UPI,1387.96,5,Damaged Product,Yes,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-07-12
CUST05447,41,Male,North,Keyboard,Accessories,Mobile App,Credit Card,1086.05,4,Late Delivery,No,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-04-26
CUST05448,21,Male,North,Smartwatch,Wearables,Mobile App,Credit Card,751.49,2,Late Delivery,Yes,I expected better quality from this smartwatch.,I feel let down by the product.,Sad,No,2025-06-11
CUST05449,63,Other,East,Laptop,Computers,Website,Debit Card,306.07,3,Late Delivery,No,I am disappointed with the laptop. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-08-28
CUST05450,68,Other,North,Camera,Photography,Marketplace,UPI,754.5,4,None,Yes,I am very happy with the camera. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-12-14
CUST05451,57,Female,Central,Smartwatch,Wearables,Store,Credit Card,582.84,4,Support Delay,Yes,Great value for money. The smartwatch is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-10-28
CUST05452,62,Other,North,Smartwatch,Wearables,Marketplace,Net Banking,1484.66,5,Wrong Item,Yes,Great value for money. The smartwatch is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-05-13
CUST05453,24,Female,East,Keyboard,Accessories,Mobile App,UPI,1980.37,4,Poor Quality,No,I am very happy with the keyboard. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-02-23
CUST05454,61,Other,Central,Laptop,Computers,Mobile App,UPI,2018.42,5,Poor Quality,No,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-12-23
CUST05455,57,Other,South,Keyboard,Accessories,Mobile App,Cash on Delivery,1793.67,1,Late Delivery,No,I am extremely angry. The keyboard arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-01-12
CUST05456,57,Female,South,Headphones,Audio,Store,Credit Card,1005.47,5,None,No,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-23
CUST05457,66,Female,West,Camera,Photography,Website,Credit Card,781.12,5,Poor Quality,No,Loved the camera! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-05
CUST05458,26,Female,South,Smartphone,Electronics,Mobile App,Credit Card,674.78,4,Damaged Product,No,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-02-14
CUST05459,53,Other,West,Mouse,Accessories,Marketplace,UPI,411.63,5,Wrong Item,Yes,I was surprised by the features and performance of the mouse.,The product surprised me in a good way.,Surprise,Yes,2025-03-04
CUST05460,36,Male,East,Headphones,Audio,Website,Credit Card,2089.55,5,Poor Quality,Yes,I was surprised by the features and performance of the headphones.,The product surprised me in a good way.,Surprise,Yes,2026-03-15
CUST05461,24,Female,West,Keyboard,Accessories,Mobile App,Credit Card,978.91,1,Damaged Product,No,This is unacceptable. I received the wrong keyboard.,Very angry and frustrated.,Angry,No,2026-06-15
CUST05462,39,Other,Central,Laptop,Computers,Mobile App,Cash on Delivery,487.79,4,Wrong Item,Yes,Great value for money. The laptop is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-10-17
CUST05463,37,Other,West,Mouse,Accessories,Website,Cash on Delivery,640.84,5,Late Delivery,Yes,I am very happy with the mouse. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-06-24
CUST05464,32,Female,East,Keyboard,Accessories,Mobile App,Credit Card,624.2,5,Wrong Item,No,Great value for money. The keyboard is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-08-02
CUST05465,50,Other,South,Smartphone,Electronics,Mobile App,UPI,1127.73,5,None,Yes,Great value for money. The smartphone is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-02-21
CUST05466,43,Female,East,Monitor,Computers,Website,Credit Card,2194.82,2,Damaged Product,No,The monitor stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-02-23
CUST05467,23,Other,West,Camera,Photography,Store,Credit Card,874.64,1,Wrong Item,No,This is unacceptable. I received the wrong camera.,Very angry and frustrated.,Angry,No,2025-02-05
CUST05468,63,Other,Central,Tablet,Electronics,Mobile App,UPI,253.62,2,Wrong Item,No,Worst purchase ever! The tablet is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-10-14
CUST05469,66,Other,South,Camera,Photography,Website,UPI,969.74,1,Poor Quality,No,Worst purchase ever! The camera is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-10-28
CUST05470,57,Other,Central,Tablet,Electronics,Store,Net Banking,990.76,4,Poor Quality,No,I am very happy with the tablet. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-06-09
CUST05471,35,Other,East,Mouse,Accessories,Store,UPI,947.48,1,Wrong Item,No,This is unacceptable. I received the wrong mouse.,Very angry and frustrated.,Angry,No,2026-03-29
CUST05472,22,Female,South,Monitor,Computers,Mobile App,Net Banking,729.35,5,Support Delay,Yes,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-01-14
CUST05473,28,Male,North,Camera,Photography,Store,Cash on Delivery,1263.11,5,Late Delivery,Yes,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-04-18
CUST05474,32,Other,West,Laptop,Computers,Mobile App,UPI,1144.81,1,None,No,Worst purchase ever! The laptop is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-07-17
CUST05475,43,Female,North,Smartwatch,Wearables,Marketplace,Debit Card,1079.08,5,Damaged Product,No,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-20
CUST05476,39,Other,South,Laptop,Computers,Mobile App,Net Banking,1433.99,5,Poor Quality,Yes,Loved the laptop! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-01-13
CUST05477,25,Female,East,Mouse,Accessories,Marketplace,Cash on Delivery,829.32,5,Damaged Product,No,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-02-16
CUST05478,40,Female,Central,Tablet,Electronics,Marketplace,UPI,799.29,1,Poor Quality,Yes,I am extremely angry. The tablet arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-03-28
CUST05479,56,Male,Central,Smartphone,Electronics,Mobile App,Debit Card,2689.42,1,Wrong Item,No,Worst purchase ever! The smartphone is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-06-08
CUST05480,50,Female,North,Smartwatch,Wearables,Store,Cash on Delivery,1577.48,5,Late Delivery,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-05-24
CUST05481,22,Female,South,Speaker,Audio,Mobile App,Credit Card,1877.16,2,Poor Quality,Yes,Worst purchase ever! The speaker is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-04-29
CUST05482,67,Other,North,Smartphone,Electronics,Store,Credit Card,2433.21,5,Damaged Product,No,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-02-07
CUST05483,61,Other,East,Smartwatch,Wearables,Store,Net Banking,1543.59,5,Support Delay,Yes,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-02-07
CUST05484,42,Male,Central,Laptop,Computers,Store,Cash on Delivery,2005.11,1,Poor Quality,No,This is unacceptable. I received the wrong laptop.,Very angry and frustrated.,Angry,No,2026-03-16
CUST05485,36,Male,Central,Smartphone,Electronics,Marketplace,Cash on Delivery,392.85,2,Late Delivery,Yes,I am extremely angry. The smartphone arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-05-27
CUST05486,32,Female,West,Laptop,Computers,Store,Cash on Delivery,1252.25,5,Poor Quality,No,I was surprised by the features and performance of the laptop.,The product surprised me in a good way.,Surprise,Yes,2025-08-26
CUST05487,28,Female,West,Speaker,Audio,Mobile App,Credit Card,973.83,5,Poor Quality,No,I am very happy with the speaker. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-04-02
CUST05488,44,Female,West,Keyboard,Accessories,Website,Cash on Delivery,3263.3,2,Damaged Product,Yes,I am disappointed with the keyboard. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-06-10
CUST05489,70,Male,East,Headphones,Audio,Store,Debit Card,2004.14,3,Support Delay,No,The headphones stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-06-28
CUST05490,45,Female,Central,Tablet,Electronics,Mobile App,Cash on Delivery,727.93,5,None,No,I was surprised by the features and performance of the tablet.,The product surprised me in a good way.,Surprise,Yes,2026-06-22
CUST05491,50,Male,Central,Laptop,Computers,Mobile App,Credit Card,1397.33,5,Wrong Item,Yes,I am very happy with the laptop. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-05-18
CUST05492,40,Female,West,Smartphone,Electronics,Marketplace,UPI,1222.92,2,Damaged Product,Yes,I am extremely angry. The smartphone arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-09-12
CUST05493,52,Other,West,Smartphone,Electronics,Website,Cash on Delivery,1473.38,2,Wrong Item,No,I expected better quality from this smartphone.,I feel let down by the product.,Sad,No,2025-07-07
CUST05494,65,Other,North,Tablet,Electronics,Website,UPI,565.52,5,Late Delivery,Yes,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-28
CUST05495,34,Male,East,Camera,Photography,Store,UPI,1385.77,5,Poor Quality,Yes,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-02-10
CUST05496,69,Male,West,Keyboard,Accessories,Mobile App,Debit Card,945.49,5,Damaged Product,No,Great value for money. The keyboard is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-07-18
CUST05497,68,Other,North,Speaker,Audio,Website,Debit Card,1317.63,3,Support Delay,No,The speaker stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2025-09-26
CUST05498,51,Other,East,Speaker,Audio,Website,Credit Card,684.82,5,Damaged Product,Yes,I was surprised by the features and performance of the speaker.,The product surprised me in a good way.,Surprise,Yes,2026-05-29
CUST05499,47,Other,South,Mouse,Accessories,Store,Debit Card,749.73,3,Damaged Product,No,I am disappointed with the mouse. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-12-11
CUST05500,69,Male,North,Monitor,Computers,Website,Net Banking,2351.94,2,Support Delay,No,I expected better quality from this monitor.,I feel let down by the product.,Sad,No,2025-05-16
CUST05501,58,Other,South,Keyboard,Accessories,Store,Debit Card,553.63,3,Support Delay,No,I am disappointed with the keyboard. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-03-11
CUST05502,26,Other,North,Smartwatch,Wearables,Marketplace,Credit Card,580.83,4,Poor Quality,No,Loved the smartwatch! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-08-23
CUST05503,43,Other,South,Laptop,Computers,Marketplace,Net Banking,1060.47,4,Support Delay,No,Loved the laptop! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-04-04
CUST05504,39,Other,North,Smartphone,Electronics,Mobile App,Debit Card,663.99,3,Late Delivery,Yes,I expected better quality from this smartphone.,I feel let down by the product.,Sad,No,2026-03-15
CUST05505,43,Male,North,Headphones,Audio,Mobile App,Debit Card,616.92,4,Late Delivery,Yes,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-14
CUST05506,37,Other,South,Mouse,Accessories,Website,Credit Card,1174.15,4,Support Delay,No,I am very happy with the mouse. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-01-03
CUST05507,67,Male,Central,Keyboard,Accessories,Marketplace,UPI,412.28,3,Late Delivery,No,I expected better quality from this keyboard.,I feel let down by the product.,Sad,No,2026-01-14
CUST05508,61,Male,West,Keyboard,Accessories,Marketplace,Net Banking,569.54,5,Support Delay,Yes,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-05-05
CUST05509,53,Other,West,Smartphone,Electronics,Marketplace,Debit Card,4167.88,5,Damaged Product,Yes,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-11-27
CUST05510,22,Female,North,Speaker,Audio,Store,Cash on Delivery,1478.32,5,Late Delivery,Yes,I am very happy with the speaker. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-02-03
CUST05511,33,Other,South,Smartphone,Electronics,Mobile App,UPI,675.01,5,Late Delivery,Yes,Loved the smartphone! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-01-23
CUST05512,46,Male,North,Smartwatch,Wearables,Website,Cash on Delivery,1439.2,5,Wrong Item,Yes,"Wow, the smartwatch arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2025-07-22
CUST05513,26,Male,West,Camera,Photography,Mobile App,Net Banking,1585.67,5,Support Delay,No,I did not expect the camera to be this good. What a pleasant surprise!,Surprisingly better than expected.,Surprise,Yes,2026-06-24
CUST05514,70,Male,North,Smartphone,Electronics,Marketplace,Net Banking,2093.03,2,Support Delay,Yes,Worst purchase ever! The smartphone is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-06-13
CUST05515,49,Other,East,Laptop,Computers,Marketplace,Credit Card,1009.64,5,Late Delivery,No,I am very happy with the laptop. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-01-31
CUST05516,57,Male,North,Keyboard,Accessories,Website,Cash on Delivery,2068.8,1,Late Delivery,No,Worst purchase ever! The keyboard is defective and nobody resolved my complaint.,I am furious with the service.,Angry,No,2025-01-15
CUST05517,35,Male,Central,Smartwatch,Wearables,Store,UPI,291.49,1,Wrong Item,Yes,This is unacceptable. I received the wrong smartwatch.,Very angry and frustrated.,Angry,No,2026-01-16
CUST05518,67,Female,East,Mouse,Accessories,Mobile App,Net Banking,551.92,2,Late Delivery,No,I am extremely angry. The mouse arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-06-09
CUST05519,21,Other,East,Monitor,Computers,Mobile App,Net Banking,1219.89,5,None,No,Loved the monitor! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-10-16
CUST05520,18,Male,Central,Mouse,Accessories,Marketplace,UPI,1358.67,3,Wrong Item,Yes,I expected better quality from this mouse.,I feel let down by the product.,Sad,No,2026-04-25
CUST05521,67,Female,West,Camera,Photography,Marketplace,UPI,606.28,1,None,No,This is unacceptable. I received the wrong camera.,Very angry and frustrated.,Angry,No,2025-07-05
CUST05522,66,Female,East,Mouse,Accessories,Store,Credit Card,1298.06,3,Support Delay,Yes,I am disappointed with the mouse. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-06-11
CUST05523,34,Female,North,Smartphone,Electronics,Marketplace,Cash on Delivery,731.07,2,Wrong Item,Yes,I expected better quality from this smartphone.,I feel let down by the product.,Sad,No,2025-09-21
CUST05524,58,Other,East,Mouse,Accessories,Store,Debit Card,915.96,5,Late Delivery,Yes,Great value for money. The mouse is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-15
CUST05525,52,Male,Central,Monitor,Computers,Marketplace,Debit Card,2134.75,3,Damaged Product,Yes,I am disappointed with the monitor. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2025-04-10
CUST05526,40,Other,West,Monitor,Computers,Marketplace,Net Banking,1979.92,4,Poor Quality,No,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-25
CUST05527,64,Female,North,Laptop,Computers,Store,UPI,573.59,2,Support Delay,No,I expected better quality from this laptop.,I feel let down by the product.,Sad,No,2026-04-09
CUST05528,43,Female,South,Tablet,Electronics,Mobile App,Cash on Delivery,551.58,5,Late Delivery,No,Great value for money. The tablet is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-03-10
CUST05529,52,Other,West,Smartwatch,Wearables,Store,Credit Card,839.44,4,Damaged Product,No,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-01-28
CUST05530,32,Male,North,Keyboard,Accessories,Website,Credit Card,1077.73,5,Damaged Product,No,Loved the keyboard! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2026-03-16
CUST05531,34,Other,North,Laptop,Computers,Store,UPI,715.06,2,Wrong Item,No,The laptop stopped working sooner than expected and support was slow.,Disappointed with the purchase.,Sad,No,2026-06-10
CUST05532,27,Other,Central,Smartwatch,Wearables,Website,Net Banking,2156.88,4,Late Delivery,Yes,Great value for money. The smartwatch is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-05-12
CUST05533,28,Male,South,Laptop,Computers,Website,Debit Card,1374.44,1,Poor Quality,Yes,I am extremely angry. The laptop arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2025-06-05
CUST05534,38,Other,North,Mouse,Accessories,Website,Cash on Delivery,1427.89,1,Late Delivery,No,I am extremely angry. The mouse arrived damaged and support did not help.,Terrible service and unacceptable experience.,Angry,No,2026-02-04
CUST05535,22,Male,East,Speaker,Audio,Marketplace,Cash on Delivery,481.42,5,Poor Quality,Yes,Great value for money. The speaker is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-01-29
CUST05536,51,Male,Central,Smartwatch,Wearables,Marketplace,Credit Card,2341.95,5,Support Delay,No,I am very happy with the smartwatch. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-06-08
CUST05537,54,Male,Central,Keyboard,Accessories,Mobile App,Debit Card,175.37,4,Support Delay,No,I am very happy with the keyboard. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-02-07
CUST05538,39,Other,Central,Headphones,Audio,Marketplace,Debit Card,1885.85,4,Support Delay,Yes,"Wow, the headphones arrived much earlier than promised.",Unexpectedly fast delivery.,Surprise,Yes,2026-01-19
CUST05539,28,Male,East,Tablet,Electronics,Store,Debit Card,2012.84,2,Wrong Item,Yes,I am disappointed with the tablet. It did not meet my expectations.,The experience made me unhappy.,Sad,No,2026-05-31
CUST05540,46,Female,South,Mouse,Accessories,Marketplace,Cash on Delivery,827.94,5,Wrong Item,Yes,Loved the mouse! Delivery was fast and it exceeded my expectations.,Very satisfied with my purchase.,Happy,Yes,2025-11-16
CUST05541,70,Male,South,Camera,Photography,Mobile App,Cash on Delivery,2508.38,4,Late Delivery,Yes,Great value for money. The camera is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-06-27
CUST05542,56,Other,East,Keyboard,Accessories,Store,Debit Card,1052.57,2,Wrong Item,Yes,I expected better quality from this keyboard.,I feel let down by the product.,Sad,No,2025-05-30
CUST05543,40,Other,Central,Smartphone,Electronics,Website,Net Banking,1142.05,4,Late Delivery,Yes,I was surprised by the features and performance of the smartphone.,The product surprised me in a good way.,Surprise,Yes,2025-11-20
CUST05544,63,Other,South,Mouse,Accessories,Marketplace,UPI,1367.44,1,Late Delivery,Yes,This is unacceptable. I received the wrong mouse.,Very angry and frustrated.,Angry,No,2025-11-17
CUST05545,25,Other,North,Headphones,Audio,Marketplace,Credit Card,8701.7,2,Damaged Product,No,I expected better quality from this headphones.,I feel let down by the product.,Sad,No,2026-01-17
CUST05546,40,Female,South,Headphones,Audio,Store,Debit Card,2627.75,5,Late Delivery,No,I am very happy with the headphones. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2026-03-01
CUST05547,44,Female,East,Headphones,Audio,Store,Cash on Delivery,1729.76,4,Support Delay,No,Great value for money. The headphones is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2026-05-23
CUST05548,22,Male,Central,Smartphone,Electronics,Store,Debit Card,605.88,5,Poor Quality,No,I am very happy with the smartphone. The quality is excellent and it works perfectly.,Excellent product and smooth experience.,Happy,Yes,2025-08-28
CUST05549,53,Female,South,Monitor,Computers,Marketplace,UPI,1203.91,5,None,No,Great value for money. The monitor is easy to use and performs really well.,Happy customer. I would recommend it.,Happy,Yes,2025-03-15
